City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,Crane,31.3974,-102.3501,11.86,56,100,3.97,US,1699669398
275,Kabompo,-13.5927,24.2008,18.32,86,99,1.88,ZM,1699669398
276,La Passe,45.5549,-0.8967,9.99,72,100,2.92,FR,1699669398
277,Nova Sintra,14.8667,-24.7167,22.45,68,42,2.89,CV,1699669399
278,Bocas del Toro,9.3333,-82.25,24.44,89,81,2.24,PA,1699669399
279,Sinabang,2.4803,96.3801,26.82,79,100,0.51,ID,1699669399
280,Rosa Zarate,0.3333,-79.4667,23.69,92,100,0.77,EC,1699669399
281,Al Khārijah,25.4514,30.5464,24.96,39,100,3.96,EG,1699669399
282,Freetown,8.484,-13.2299,25.58,81,100,1.23,SL,1699669399
283,Son La,21.3167,103.9,24.04,79,36,1.57,VN,1699669156
284,Tysmenytsya,48.9022,24.8448,4.78,77,99,1.52,UA,1699669400
285,Bloemfontein,-29.1211,26.214,14.71,67,53,1.03,ZA,1699669400
286,Marsá Maţrūḩ,31.3525,27.2453,19.11,88,40,0.0,EG,1699669400
287,Nemuro,43.3236,145.575,4.44,58,37,11.69,JP,1699669400
288,Meadow Lakes,61.6247,-149.6011,-1.06,93,100,0.0,US,1699669400
289,Māgadi,12.9667,77.2333,22.09,81,12,2.58,IN,1699669400
290,Yamada,39.4667,141.95,8.92,44,47,3.71,JP,1699669401
291,Yankton,42.8711,-97.3973,2.29,75,0,2.57,US,1699669401
292,Maun,-19.9833,23.4167,25.57,41,100,5.46,BW,1699669401
293,Kerikeri,-35.2268,173.9474,18.63,57,24,3.81,NZ,1699669323
294,Lompoc,34.6391,-120.4579,15.56,85,0,12.07,US,1699669401
295,Dudinka,69.4058,86.1778,-5.21,95,100,8.49,RU,1699669401
296,Palmer,42.1584,-72.3287,6.21,78,75,0.0,US,1699669401
297,Kapaa,22.0752,-159.319,28.99,83,75,5.14,US,1699669401
298,Vila Real de Santo António,37.195,-7.4177,16.81,87,2,0.95,PT,1699669402
299,Lobito,-12.3481,13.5456,25.05,76,100,2.23,AO,1699669402
300,Vilhena,-12.7406,-60.1458,24.0,70,36,1.59,BR,1699669158
301,Lebu,-37.6167,-73.65,11.74,78,100,9.32,CL,1699669402
302,Gargaliánoi,37.0667,21.6333,16.86,84,97,3.91,GR,1699669402
303,Kuršėnai,55.985,22.9189,5.14,95,100,2.91,LT,1699669402
304,Macao,22.2006,113.5461,26.85,83,40,6.17,MO,1699669402
305,Viedma,-40.8135,-62.9967,17.32,72,100,11.59,AR,1699669224
306,Hammerfest,70.6634,23.6821,1.25,93,40,4.63,NO,1699669403
307,Camacupa,-12.0167,17.4833,17.47,92,100,1.05,AO,1699669403
308,Milići,44.1711,19.0903,5.65,96,100,2.23,BA,1699669403
309,Buda,30.0852,-97.8403,14.15,92,100,0.89,US,1699669403
310,Gijang,35.2442,129.2139,9.85,48,65,3.89,KR,1699669403
311,Inhambane,-23.865,35.3833,20.92,76,0,3.39,MZ,1699669404
312,Trairi,-3.2778,-39.2689,26.32,75,21,6.22,BR,1699669305
313,Aleksandrovsk-Sakhalinskiy,50.8975,142.1561,-6.91,76,100,6.96,RU,1699669404
314,Lerwick,60.1545,-1.1494,6.0,75,100,9.54,GB,1699669404
315,San Luis,-33.295,-66.3356,15.48,84,88,10.08,AR,1699669135
316,Carlsbad,33.1581,-117.3506,17.93,64,0,1.54,US,1699669248
317,Gilgit,35.9221,74.3087,6.36,51,1,1.99,PK,1699669405
318,Tannum Sands,-23.9504,151.3693,29.3,54,40,5.66,AU,1699669405
319,Zvishavane,-20.3267,30.0665,17.9,70,0,0.83,ZW,1699669405
320,Takhatgarh,25.3333,73.0,20.51,27,0,1.77,IN,1699669405
321,Hinton,53.4001,-117.5857,-0.01,71,53,2.2,CA,1699669405
322,Happy Valley-Goose Bay,53.3168,-60.3315,-2.83,80,75,4.12,CA,1699669405
323,Konark,19.9,86.1167,23.22,69,7,3.45,IN,1699669405
324,Hasaki,35.7333,140.8333,13.22,63,100,10.64,JP,1699669406
325,Padang,-0.9492,100.3543,27.03,88,89,1.19,ID,1699669254
326,Ambovombe,-25.1667,46.0833,18.64,76,26,3.77,MG,1699669406
327,Dunkwa,5.9656,-1.78,23.06,99,93,1.21,GH,1699669406
328,Lázaro Cárdenas,17.9583,-102.2,26.6,82,4,0.59,MX,1699669406
329,Acaraú,-2.8856,-40.12,26.36,79,5,8.24,BR,1699669406
330,I-n-Salah,27.1935,2.4607,21.31,41,2,5.7,DZ,1699669407
331,Labuan,5.2767,115.2417,28.2,83,40,1.03,MY,1699669407
332,Arrondissement de Saint-Jean-de-Maurienne,45.1667,6.5833,-6.03,97,98,2.8,FR,1699669407
333,Xining,36.6167,101.7667,1.13,44,0,1.12,CN,1699669407
334,Martil,35.6166,-5.2752,18.98,77,0,5.14,MA,1699669407
335,Mata-Utu,-13.2816,-176.1745,28.55,77,100,4.79,WF,1699669407
336,Cambridge,43.3601,-80.3127,6.63,73,100,2.57,CA,1699669383
337,Senanga,-16.1167,23.2667,25.28,50,100,1.66,ZM,1699669407
338,Pathein,16.7833,94.7333,27.18,81,59,2.19,MM,1699669407
339,Tadine,-21.55,167.8833,23.57,69,77,9.14,NC,1699669408
340,Kill Devil Hills,36.0307,-75.676,14.43,73,100,6.17,US,1699669408
341,Sola,-13.8833,167.55,26.2,84,99,11.48,VU,1699669408
342,Siem Reap,13.5,104.0,28.21,78,99,2.16,KH,1699669408
343,Cabo San Lucas,22.8909,-109.9124,27.64,71,0,1.54,MX,1699669065
344,Železniki,46.2333,14.1667,6.73,93,100,2.49,SI,1699669408
345,Wakkanai,45.4094,141.6739,2.27,90,75,12.86,JP,1699669408
346,Oranjemund,-28.55,16.4333,16.28,88,99,4.04,NA,1699669408
347,Belmonte,-15.8631,-38.8828,24.8,85,3,4.74,BR,1699669409
348,Maués,-3.3836,-57.7186,28.76,57,82,1.34,BR,1699669409
349,Ilhabela,-23.7781,-45.3581,22.38,94,66,2.45,BR,1699669409
350,Paita,-5.0892,-81.1144,20.02,80,33,6.36,PE,1699669409
351,Prado,-17.3411,-39.2208,24.66,86,15,4.87,BR,1699669409
352,Tosontsengel,48.7567,98.2839,-20.31,99,100,0.14,MN,1699669409
353,Andergrove,-21.0833,149.1833,30.91,64,3,5.93,AU,1699669410
354,Darwin,-12.4611,130.8418,32.75,62,75,4.12,AU,1699668617
355,Santa Cruz de la Sierra,-17.8,-63.1667,30.7,55,17,5.66,BO,1699669410
356,Manay,7.215,126.5397,30.15,68,52,3.61,PH,1699669410
357,Nizhniy Kuranakh,58.8353,125.4869,-11.99,92,100,2.41,RU,1699669410
358,Fale old settlement,-9.3852,-171.2468,28.91,75,32,4.15,TK,1699669410
359,Esim,4.8699,-2.2405,25.81,88,61,3.82,GH,1699669410
360,Kalajoki,64.25,23.95,-1.16,87,100,4.89,FI,1699669411
361,Puerto Baquerizo Moreno,-0.9,-89.6,24.35,81,48,5.28,EC,1699669411
362,Udachny,66.4167,112.4,-6.97,44,96,5.27,RU,1699669411
363,Turkestan,43.3333,68.25,9.46,43,100,3.08,KZ,1699669264
364,Totness,5.8833,-56.3167,27.48,83,20,6.37,SR,1699669411
365,Mermoz Boabab,14.7065,-17.4758,23.88,88,79,2.06,SN,1699669411
366,Kupang,-10.1667,123.5833,33.32,58,40,3.6,ID,1699669126
367,Ambrizette,-7.2312,12.8666,24.3,93,100,3.8,AO,1699669412
368,Manokwari,-0.8667,134.0833,28.17,75,100,0.7,ID,1699669412
369,Kushmurun,52.4503,64.6311,5.89,82,100,5.54,KZ,1699669412
370,Spring Creek,40.7266,-115.5859,5.49,35,0,1.6,US,1699669412
371,Mandan,46.8267,-100.8896,-0.03,86,40,3.09,US,1699669412
372,Mahibadhoo,3.7833,72.9667,27.42,79,99,2.71,MV,1699669412
373,Baiti,13.745,-14.7482,25.09,31,100,2.81,SN,1699669412
374,Vilyuysk,63.7553,121.6247,-16.67,97,99,1.79,RU,1699669215
375,Maní,4.8172,-72.2886,23.68,98,100,2.06,CO,1699669412
376,Avallon,47.4833,3.9,6.56,95,99,5.13,FR,1699669413
377,Zouérat,22.7187,-12.4521,23.5,24,0,3.45,MR,1699669413
378,Nowshahr,36.649,51.496,15.97,100,100,0.0,IR,1699669413
379,Uturoa,-16.7333,-151.4333,27.1,81,100,5.47,PF,1699669413
380,Yelizovo,53.1873,158.3805,1.08,100,75,2.0,RU,1699669413
381,Brisas de Zicatela,15.8369,-97.0419,28.29,54,20,0.0,MX,1699669413
382,Diplo,24.4667,69.584,24.04,24,0,4.7,PK,1699669413
383,Mont-Laurier,46.5501,-75.4993,-1.21,92,24,2.46,CA,1699669414
384,Melilla,35.2937,-2.9383,19.21,72,0,6.17,ES,1699669414
385,Piaçabuçu,-10.4056,-36.4344,24.38,78,10,3.97,BR,1699669414
386,Hamilton,39.1834,-84.5333,10.37,53,0,3.6,US,1699669414
387,Martapura,-3.4167,114.85,32.05,62,20,2.57,ID,1699669414
388,Yatou,37.15,122.3833,5.62,51,98,7.96,CN,1699669414
389,Luena,-11.7833,19.9167,19.1,88,0,2.06,AO,1699669415
390,East London,-33.0153,27.9116,19.63,86,100,3.06,ZA,1699669415
391,Monrovia,6.3005,-10.7969,24.87,83,100,2.0,LR,1699669415
392,Owando,-0.4819,15.8999,21.66,99,100,1.21,CG,1699669415
393,Byron Bay,-28.65,153.6167,24.84,68,55,3.73,AU,1699669415
394,Papao,-17.75,-149.55,29.82,75,94,2.38,PF,1699669416
395,Belomorsk,64.5232,34.7668,-4.17,95,91,2.0,RU,1699669417
396,Makarov,48.6333,142.8,-1.76,70,100,5.7,RU,1699669417
397,Elmadağ,39.9208,33.2308,11.3,74,99,2.03,TR,1699669417
398,Belon'i Tsiribihina,-19.7,44.55,21.29,82,0,1.19,MG,1699669417
399,Quezon,7.7303,125.0989,30.15,61,57,1.72,PH,1699669417
400,Mvomero,-6.25,38.6667,22.87,98,100,1.44,TZ,1699669418
401,Itoman,26.1247,127.6694,25.22,78,75,6.17,JP,1699669418
402,Kindu,-2.95,25.95,21.11,96,100,0.72,CD,1699669418
403,Phan Rang-Thap Cham,11.5667,108.9833,30.3,62,90,3.2,VN,1699669418
404,Belyy Yar,53.6039,91.3903,-14.06,92,100,0.0,RU,1699669418
405,Dolores,-36.3132,-57.6792,14.69,96,100,7.75,AR,1699669418
406,Ladário,-19.0047,-57.6017,30.77,37,92,1.38,BR,1699669418
407,Usogorsk,63.4106,48.6872,0.37,96,33,2.81,RU,1699669419
408,Lüderitz,-26.6481,15.1594,16.1,88,6,5.91,NA,1699669419
409,Chifeng,42.2683,118.9636,-5.35,49,0,4.46,CN,1699669419
410,Mīnāb,27.1467,57.0801,24.57,38,1,1.34,IR,1699669419
411,Nago,26.5881,127.9761,25.25,66,94,5.19,JP,1699669419
412,Ambodifotatra,-16.9833,49.85,25.68,82,67,3.6,MG,1699669419
413,Walvis Bay,-22.9575,14.5053,15.53,94,66,3.09,NA,1699669419
414,Vostochnyy,55.8167,37.8667,5.2,82,89,3.6,RU,1699669419
415,Urangan,-25.3,152.9,24.25,63,63,5.28,AU,1699669420
416,Buta,2.7858,24.73,21.5,100,94,0.41,CD,1699669420
417,Samālūţ,28.3121,30.7101,21.5,68,100,4.67,EG,1699669420
418,Flying Fish Cove,-10.4217,105.6791,28.82,69,40,5.66,CX,1699669420
419,Al Balyanā,26.2357,32.0035,21.12,34,100,0.35,EG,1699669420
420,Acajutla,13.5928,-89.8275,27.06,77,28,2.47,SV,1699669420
421,Ixtapa,20.7,-105.2,28.57,79,100,2.06,MX,1699669407
422,Jinshi,29.6049,111.8701,5.46,81,100,6.15,CN,1699669421
423,Guelendeng,10.9176,15.5501,28.35,55,100,0.55,TD,1699669421
424,Port Hedland,-20.3167,118.5667,31.03,62,0,5.66,AU,1699669421
425,Tuxpan,19.55,-103.4,21.41,90,100,0.98,MX,1699669421
426,Guaraniaçu,-25.1008,-52.8781,20.21,87,39,1.23,BR,1699669421
427,Mulayjah,27.271,48.4242,23.45,72,100,0.17,SA,1699669421
428,Bonthe,7.5264,-12.505,25.53,87,100,1.93,SL,1699669421
429,Margate,51.3813,1.3862,5.39,87,6,2.68,GB,1699669422
430,Petropavlovsk-Kamchatskiy,53.0452,158.6483,0.33,98,75,2.0,RU,1699669388
431,Bandarbeyla,9.4942,50.8122,26.63,84,100,6.48,SO,1699669422
432,Aţ Ţaraf,25.3628,49.725,23.3,71,100,2.26,SA,1699669422
433,Mwinilunga,-11.7358,24.4293,17.14,84,99,1.25,ZM,1699669422
434,Natal,-5.795,-35.2094,27.12,69,40,5.66,BR,1699669422
435,Nasir,15.5894,32.5634,30.05,39,60,1.15,SD,1699669422
436,Watsa,3.0372,29.5355,17.54,98,97,1.01,CD,1699669422
437,Yeşilova,37.5081,29.7547,4.7,60,6,2.58,TR,1699669423
438,Lā‘ie,21.6477,-157.9253,28.98,83,14,2.24,US,1699669423
439,Inarajan Village,13.2736,144.7484,32.54,77,99,8.8,GU,1699669423
440,Terra Santa,-2.1042,-56.4869,28.43,49,4,1.5,BR,1699669423
441,Omdurman,15.6445,32.4777,30.05,35,42,1.33,SD,1699669333
442,Bereket,39.2446,55.5154,11.15,61,63,2.05,TM,1699669423
443,Motueka,-41.1333,173.0167,18.94,64,30,3.69,NZ,1699669423
444,Extrema,-22.8547,-46.3183,19.97,91,100,1.98,BR,1699669423
445,Bocana de Paiwas,12.7857,-85.1227,23.87,96,93,2.41,NI,1699669423
446,Mana,5.6592,-53.7767,26.85,84,33,5.38,GF,1699669424
447,Cockburn Town,21.4612,-71.1419,28.44,76,100,9.78,TC,1699669424
448,Haiku-Pauwela,20.9219,-156.3051,28.01,68,20,8.75,US,1699669424
449,Sandnessjøen,66.0217,12.6316,-4.71,69,1,8.31,NO,1699669424
450,Nuku'alofa,-21.1333,-175.2,23.19,83,75,8.75,TO,1699669424
451,Holualoa,19.6228,-155.9522,25.91,80,100,3.09,US,1699669424
452,Poronaysk,49.2167,143.1167,-3.1,75,100,8.58,RU,1699669424
453,Bahía Honda,22.9036,-83.1592,25.64,91,17,4.33,CU,1699669425
454,São Cristóvão,-11.0147,-37.2064,25.95,73,20,3.6,BR,1699669425
455,Cedeira,43.6797,-8.0209,15.77,98,100,10.33,ES,1699669425
456,Tommot,58.9564,126.2925,-11.88,91,100,3.43,RU,1699669425
457,Bamboo Flat,11.7,92.7167,28.05,83,40,2.06,IN,1699669425
458,Santa María del Oro,25.9333,-105.3667,16.31,59,0,1.24,MX,1699669425
459,Upata,8.0086,-62.3989,25.11,85,77,2.32,VE,1699669425
460,Majdanpek,44.4277,21.946,6.22,96,100,2.12,RS,1699669425
461,Kapsan-ŭp,41.0903,128.2933,-5.16,36,0,1.5,KP,1699669426
462,San Antonio de Palé,-1.4014,5.6325,26.0,84,100,5.59,GQ,1699669426
463,Oriximiná,-1.7656,-55.8661,28.74,56,42,2.29,BR,1699669426
464,Oak Ridge,36.0104,-84.2696,11.01,88,0,0.0,US,1699669426
465,Alnashi,56.1874,52.4792,2.57,96,100,5.93,RU,1699669426
466,Mogador,31.5125,-9.77,20.72,68,0,4.12,MA,1699669188
467,Muravlenko,63.7898,74.523,-6.56,96,100,3.13,RU,1699669426
468,Calvi,42.5,8.8333,12.35,58,75,12.35,FR,1699669427
469,Hāgere Hiywet,8.9833,37.85,11.06,73,22,2.27,ET,1699669404
470,Bahir Dar,11.5936,37.3908,14.89,83,66,2.02,ET,1699669427
471,Caleta de Carquín,-11.0925,-77.6267,19.25,85,18,4.07,PE,1699669427
472,Chernyshevskiy,63.0128,112.4714,-11.73,75,98,3.36,RU,1699669427
473,Dailekh,28.8333,81.6667,16.14,61,76,2.14,NP,1699669427
474,Nguékhokh,14.5128,-17.005,22.49,100,64,3.6,SN,1699669427
475,Atar,20.5169,-13.0499,23.3,25,0,2.46,MR,1699669427
476,Kaeng Khoi,14.5862,100.9976,30.78,80,98,0.97,TH,1699669427
477,Jefferson City,38.5767,-92.1735,7.15,56,0,2.06,US,1699669386
478,Calhoun,42.2506,-85.0005,5.08,54,100,1.54,US,1699669428
479,Mili,6.0815,171.735,28.1,83,100,8.05,MH,1699669428
480,Aquidauana,-20.4711,-55.7872,33.56,28,98,2.14,BR,1699669331
481,Berriane,32.8265,3.7669,14.73,52,10,4.44,DZ,1699669428
482,Bairnsdale,-37.8333,147.6167,24.47,60,26,3.13,AU,1699669428
483,Gurupi,-11.7292,-49.0686,28.94,39,38,2.44,BR,1699669428
484,Lumut,4.2323,100.6298,29.01,79,20,1.03,MY,1699669428
485,Yanam,16.7333,82.2167,25.33,71,1,1.73,IN,1699669429
486,Badger,64.8,-147.5333,-8.07,88,100,4.12,US,1699669429
487,Goondiwindi,-28.55,150.3167,29.88,33,0,2.18,AU,1699669429
488,Nouadhibou,20.931,-17.0347,21.99,64,0,5.66,MR,1699669429
489,Campos do Jordão,-22.7394,-45.5914,15.05,93,76,0.98,BR,1699669429
490,Lafia,8.4833,8.5167,25.0,82,96,1.28,NG,1699669429
491,Camocim de São Félix,-8.3586,-35.7619,17.55,95,11,1.63,BR,1699669429
492,Baoding,38.8511,115.4903,3.72,40,13,1.37,CN,1699669429
493,Volokolamsk,56.0336,35.9694,2.91,90,100,4.33,RU,1699669429
494,Koné,-21.0595,164.8658,26.65,50,51,4.44,NC,1699669430
495,Amga,60.8953,131.9608,-23.62,96,99,0.51,RU,1699669430
496,Bac Lieu,9.285,105.7244,28.62,80,100,7.04,VN,1699669430
497,St. John's,47.5649,-52.7093,3.32,92,75,11.83,CA,1699669399
498,Kizil-Arvat,38.9764,56.2757,11.67,64,77,3.1,TM,1699669430
499,Arar,30.9753,41.0381,16.01,31,0,0.0,SA,1699669430
500,Cachoeira do Sul,-30.0392,-52.8939,18.7,88,100,4.06,BR,1699669430
501,Shiraz,29.6036,52.5388,6.69,70,0,0.0,IR,1699669431
502,Masterton,-40.9597,175.6575,14.94,32,8,0.74,NZ,1699669431
503,Barabinsk,55.3571,78.357,1.41,98,100,3.89,RU,1699669431
504,Andria,41.2306,16.2909,13.47,70,51,6.0,IT,1699669431
505,Lauro de Freitas,-12.8944,-38.3272,26.01,78,40,5.14,BR,1699669431
506,Beau Vallon,-20.4189,57.6953,24.56,88,40,1.03,MU,1699669431
507,Boende,-0.2167,20.8667,21.63,99,100,0.6,CD,1699669431
508,Hadibu,12.65,54.0333,26.75,82,100,5.86,YE,1699669431
509,Carbonear,47.7332,-53.2148,3.57,89,99,9.3,CA,1699669432
510,Edd,13.9297,41.6925,28.9,42,74,5.43,ER,1699669432
511,Ola,59.5833,151.2833,-13.11,72,46,5.47,RU,1699669432
512,El Granada,37.5027,-122.4694,17.11,56,0,6.69,US,1699669432
513,Bom Jardim,-7.7958,-35.5872,20.69,89,1,1.92,BR,1699669432
514,Cromer,52.9312,1.2989,3.41,81,4,6.2,GB,1699669432
515,Pontianak,-0.0333,109.3333,28.99,79,20,2.06,ID,1699669432
516,Yegor'yevsk,55.3783,39.0411,4.81,94,99,2.24,RU,1699669433
517,Kalevala,65.2,31.1667,-8.28,98,74,1.34,RU,1699669433
518,Tbeng Meanchey,13.8167,104.9667,27.95,77,32,2.31,KH,1699669433
519,Leava,-14.3,-178.1667,26.59,85,100,3.28,WF,1699669433
520,Selfoss,63.9331,-20.9971,2.14,78,99,2.94,IS,1699669433
521,Port-Vila,-17.7338,168.3219,26.78,65,100,6.17,VU,1699669433
522,Guerrero Negro,27.9769,-114.0611,19.95,54,0,6.58,MX,1699669159
523,Luís Correia,-2.8792,-41.6669,26.41,76,3,8.56,BR,1699669433
524,Santa Ana,33.7456,-117.8678,20.59,46,0,2.57,US,1699668981
525,Piton Saint-Leu,-21.2196,55.3151,21.04,88,100,3.09,RE,1699669434
526,Port Macquarie,-31.4333,152.9167,26.05,61,0,7.57,AU,1699669434
527,Uvalde,29.3669,-99.767,15.08,93,100,1.54,US,1699669434
528,Kedrovyy,56.1667,91.8167,-16.77,92,12,1.81,RU,1699669434
529,Bella Union,-30.2752,-57.6007,26.43,84,100,6.65,UY,1699669434
530,Khovd,48.0056,91.6419,-4.52,92,100,0.68,MN,1699669434
531,Dapchi,12.4904,11.4944,25.67,22,49,4.32,NG,1699669434
532,Añisoc,1.8658,10.7689,20.7,99,100,0.66,GQ,1699669434
533,Bandundu Province,-3.3167,17.3667,21.94,98,100,1.08,CD,1699669434
534,Kalmunai,7.4167,81.8167,26.78,82,7,1.43,LK,1699669435
535,Kegeyli Shahar,42.7767,59.6078,7.05,76,1,7.41,UZ,1699669435
536,Carboneras,37.0015,-1.9213,13.28,59,7,0.93,ES,1699669435
537,Mamuju,-2.6748,118.8885,30.25,66,32,1.79,ID,1699669435
538,Airok,7.2772,168.8203,27.06,86,100,9.14,MH,1699669435
539,Ongwediva,-17.7833,15.7667,20.98,42,93,3.83,NA,1699669435
540,Ābādeh,31.1608,52.6506,10.85,42,85,1.19,IR,1699669435
541,Usinsk,65.9939,57.5281,-5.52,81,100,2.24,RU,1699669436
542,Itaituba,-4.2761,-55.9836,27.39,67,37,0.12,BR,1699669148
543,Center,31.5107,-96.4247,14.25,77,100,2.57,US,1699669436
544,Hatillo,18.4863,-66.8254,26.7,92,99,0.89,PR,1699669436
545,Alaghsas,17.0187,8.0168,25.35,17,75,4.19,NE,1699669436
546,Hūn,29.1268,15.9477,19.74,35,0,2.29,LY,1699669436
547,Mossel Bay,-34.1831,22.146,16.96,89,79,4.03,ZA,1699669436
